method,dataset,seed,alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
MSP,cifar100,42,0.01,0.9947111010551453,0.009684932418167591,0.010875372216105461,0.027658627452830938,0.39320001006126404,0.9735503560528993,0.0008753722161054609,True,0.8654265111545393,0.6509679227676488
MSP,cifar100,42,0.02,0.9839839935302734,0.019800886511802673,0.0187446977943182,0.038921714225084676,0.48159998655319214,0.9636627906976745,0.0,False,0.8654265111545393,0.6509679227676488
MSP,cifar100,42,0.05,0.9039039015769958,0.04976334795355797,0.05182088539004326,0.0826753130671167,0.626800000667572,0.9269304403318442,0.0018208853900432559,True,0.8654265111545393,0.6509679227676488
MSP,cifar100,42,0.1,0.7025344371795654,0.09969462454319,0.10130713135004044,0.1373097519785384,0.7378000020980835,0.8861480075901328,0.0013071313500404302,True,0.8654265111545393,0.6509679227676488
MSP,cifar100,42,0.15,0.4992997348308563,0.14978891611099243,0.15753750503063202,0.19021674982737413,0.8281999826431274,0.8496739917894228,0.007537505030632025,True,0.8654265111545393,0.6509679227676488
MSP,cifar100,42,0.2,0.3461748957633972,0.19972681999206543,0.2072826474905014,0.23198952613493284,0.8934999704360962,0.8164521544487968,0.007282647490501393,True,0.8654265111545393,0.6509679227676488
