alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.9450000000000001,0.009643755853176117,0.01234479807317257,0.7811999917030334,True
0.02,0.025,0.019783804193139076,0.0229085274040699,0.8636000156402588,True
0.05,0.005,0.023606320843100548,0.026843667030334473,0.8794000148773193,True
0.1,0.0,0.07892698049545288,0.07892698049545288,1.0,True
0.15,0.0,0.07534158229827881,0.07534158229827881,1.0,True
0.2,0.0,0.07711230218410492,0.07711230218410492,1.0,True
