threshold,id_accept_rate,ood_accept_rate,dar
0.0,1.0,1.0,1.0
0.02,0.8700000047683716,0.0923478826880455,0.0923478826880455
0.04,0.8633999824523926,0.08043945580720901,0.08043945580720901
0.06,0.8593999743461609,0.07444683462381363,0.07444683462381363
0.08,0.8551999926567078,0.07095113396644592,0.07095113396644592
0.1,0.852400004863739,0.06822372227907181,0.06822372227907181
0.12,0.8514000177383423,0.06541948020458221,0.06541948020458221
0.14,0.850600004196167,0.06353718787431717,0.06353718787431717
0.16,0.8483999967575073,0.06138598546385765,0.06138598546385765
0.18,0.8465999960899353,0.05931161716580391,0.05931161716580391
0.2,0.8446000218391418,0.05731407552957535,0.05731407552957535
0.22,0.8429999947547913,0.05623847618699074,0.05623847618699074
0.24,0.8420000076293945,0.05504763498902321,0.05504763498902321
0.26,0.8402000069618225,0.05389520525932312,0.05389520525932312
0.28,0.8396000266075134,0.05285802111029625,0.05285802111029625
0.3,0.8371999859809875,0.05159034952521324,0.05159034952521324
0.32,0.8363999724388123,0.05074523761868477,0.05074523761868477
0.34,0.8353999853134155,0.0497080534696579,0.0497080534696579
0.36,0.8343999981880188,0.048939768224954605,0.048939768224954605
0.38,0.8334000110626221,0.04820989444851875,0.04820989444851875
0.4,0.8331999778747559,0.04755685478448868,0.04755685478448868
0.42,0.8317999839782715,0.04636600986123085,0.04636600986123085
0.44,0.8303999900817871,0.04540565609931946,0.04540565609931946
0.46,0.8288000226020813,0.044867854565382004,0.044867854565382004
0.48,0.8274000287055969,0.04417639970779419,0.04417639970779419
0.5,0.8270000219345093,0.043561771512031555,0.043561771512031555
0.52,0.826200008392334,0.04313921183347702,0.04313921183347702
0.54,0.8252000212669373,0.042447756975889206,0.042447756975889206
0.56,0.8240000009536743,0.041641056537628174,0.041641056537628174
0.58,0.823199987411499,0.04121850058436394,0.04121850058436394
0.6,0.8220000267028809,0.040411800146102905,0.040411800146102905
0.62,0.8199999928474426,0.03956668823957443,0.03956668823957443
0.64,0.8190000057220459,0.03887522965669632,0.03887522965669632
0.66,0.8180000185966492,0.038145359605550766,0.038145359605550766
0.68,0.8167999982833862,0.03737707436084747,0.03737707436084747
0.7000000000000001,0.8158000111579895,0.03657037392258644,0.03657037392258644
0.72,0.8144000172615051,0.03572526201605797,0.03572526201605797
0.74,0.8131999969482422,0.035033803433179855,0.035033803433179855
0.76,0.8122000098228455,0.033919792622327805,0.033919792622327805
0.78,0.8109999895095825,0.032921019941568375,0.032921019941568375
0.8,0.8090000152587891,0.031730178743600845,0.031730178743600845
0.8200000000000001,0.8059999942779541,0.030731407925486565,0.030731407925486565
0.84,0.8046000003814697,0.029886294156312943,0.029886294156312943
0.86,0.8023999929428101,0.028657037764787674,0.028657037764787674
0.88,0.8004000186920166,0.027427781373262405,0.027427781373262405
0.9,0.7975999712944031,0.02577596716582775,0.02577596716582775
0.92,0.7924000024795532,0.023932084441184998,0.023932084441184998
0.9400000000000001,0.7856000065803528,0.022011371329426765,0.022011371329426765
0.96,0.0,0.0,0.0
0.98,0.0,0.0,0.0
1.0,0.0,0.0,0.0
