target_coverage,actual_coverage,coverage_error,accepted_loss_mass,selective_risk,selective_acc,tau
0.7,0.7767999768257141,0.07679997682571416,0.008640370331704617,0.011123030446469784,0.9902162551879883,0.9500000000000001
0.8,0.8001999855041504,0.00019998550415034622,0.011082274839282036,0.013849381357431412,0.9875031113624573,0.86
0.9,0.8835999965667725,0.01640000343322756,0.025773346424102783,0.029168566688895226,0.9721593260765076,0.005
