method,dataset,seed,alpha,temperature,tau_hat,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
Energy,cifar100,456,0.01,1.0,0.3831304609775543,0.013081041164696217,0.030706668907487897,0.4259999990463257,0.9706572769953051,0.0030810411646962164,True,0.8574736281659335,0.6298651179474681
Energy,cifar100,456,0.02,1.0,0.31317999958992004,0.02396257035434246,0.04680189490318298,0.5120000243186951,0.9556640625,0.00396257035434246,True,0.8574736281659335,0.6298651179474681
Energy,cifar100,456,0.05,1.0,0.22055278718471527,0.05363922566175461,0.08467123487754045,0.6334999799728394,0.9234411996842936,0.0036392256617546054,True,0.8574736281659335,0.6298651179474681
Energy,cifar100,456,0.1,1.0,0.1411411464214325,0.1019127368927002,0.13613777456199488,0.7486000061035156,0.8835158963398344,0.0019127368927001898,True,0.8574736281659335,0.6298651179474681
Energy,cifar100,456,0.15,1.0,0.08947101980447769,0.15287169814109802,0.18288275139912819,0.8359000086784363,0.8503409498743869,0.002871698141098028,True,0.8574736281659335,0.6298651179474681
Energy,cifar100,456,0.2,1.0,0.057519491761922836,0.2044396847486496,0.22632534601859156,0.9032999873161316,0.8167829071183439,0.004439684748649586,True,0.8574736281659335,0.6298651179474681
