method,dataset,seed,primary_alpha,tau_hat,accepted_loss_mass,selective_risk,coverage,selective_acc,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,coverage_efficiency
CRC-Select,cifar100,123,0.1,0.2332332283258438,0.1065448597073555,0.14565257728099823,0.7315000295639038,0.8754613995552063,0.006544859707355494,True,0.8244440594928718,0.5578918122286693,0.0697220180576806,0.09197190167046496,-0.0036143898963928167,1.0095885946068401
